date,headline,source,summary,category,directional_score
2025-02-04,Horizon Kinetics Q4 2024 Commentary,SeekingAlpha,Horizon Kinetics have published their Q4 2024 Commentary. Howâd we do? Howâd the market do? What to expect now? Click here to find out.,Neutral,0.0
2025-02-04,Broadcom: Potentially DeepSeeks Biggest Beneficiary - Reiterate Buy,SeekingAlpha,Broadcoms growth is driven by hyperscaler demand for custom AI accelerator chips. Click here to read why we are reiterating our Buy rating for AVGO stock.,Bullish,0.8
2025-02-05,ClearBridge Growth Portfolios Q4 2024 Commentary,SeekingAlpha,"Performance was supported in the quarter by AI-indexed semiconductor and software provider Broadcom, along with a cohort of disruptors. Read more here.",Neutral,0.45
2025-02-05,Stock Market Today: Dow Jones Gains As Nvidia Rises; Google Dives On Massive AI Spending Plan (Live Coverage),DowJones,Stock Market Today: Dow Jones Gains As Nvidia Rises; Google Dives On Massive AI Spending Plan (Live Coverage),Neutral,0.0
2025-02-05,Franklin Income SMA Q4 2024 Commentary,SeekingAlpha,US stocks collectively rose in the fourth quarter of 2024 despite retreating in December. Read more here.,Neutral,0.0
2025-02-06,Fidelity Contrafund Q4 2024 Review,SeekingAlpha,"For Q4 2024, the Fidelity Contrafunds Retail Class shares gained 3.56%, topping the 2.41% advance of the S&P 500Â® index. Click here to read the full commentary.",Neutral,0.0
2025-02-06,Tracking William Von Muefflings Cantillon Capital Management Portfolio - Q4 2024 Update,SeekingAlpha,William von Muefflingâs 13F portfolio value increased to $16.55B. Check out the holdings of Cantillon Capital Management Portfolio here.,Neutral,0.0
2025-02-16,"Stock Market At Pivotal Level; AI Giants Amazon, Broadcom Near Buy Points",DowJones,"Stock Market At Pivotal Level; AI Giants Amazon, Broadcom Near Buy Points",Bullish,0.65
2025-02-17,Broadcom and Marvell Could Be the Big Losers If Arm Moves Into Chipmaking. Here’s Why.,MarketWatch,Broadcom and Marvell Could Be the Big Losers If Arm Moves Into Chipmaking. Here’s Why.,Bearish,-0.7
2025-02-17,Stanley Druckenmiller bought Tesla and these tech stocks last quarter,MarketWatch,Stanley Druckenmiller bought Tesla and these tech stocks last quarter,Neutral,0.0
2025-02-18,Wall Street Lunch: GameStop Raises Eyebrows With International Store Sales,SeekingAlpha,GameStop (GME) announced that it intends to pursue a sale of its operations in France and Canada.,Neutral,0.0
2025-02-18,Janus Henderson Growth And Income Managed Account Q4 2024 Commentary,SeekingAlpha,The Portfolio returned 0.65% (gross) and the S&P 500Â® Index returned 2.41%. Read more here.,Neutral,0.0
2025-02-19,Intel Stock Keeps Gaining. Why There Are Obstacles to a TSMC-Broadcom Carve-Up.,MarketWatch,Intel Stock Keeps Gaining. Why There Are Obstacles to a TSMC-Broadcom Carve-Up.,Neutral,-0.1
2025-02-19,"Dow Jones Futures Fall After S&P 500 Hits High Despite Meta, Amazon Slide; This Leader Breaks Out",DowJones,"Dow Jones Futures Fall After S&P 500 Hits High Despite Meta, Amazon Slide; This Leader Breaks Out",Neutral,0.0
2025-02-19,"IWLG: A Good Growth ETF, But Not The Best",SeekingAlpha,"Discover key insights on IWLG, an actively managed ETF with tech focus. Explore its performance vs. SCHG and Russell 1000 Growth.",Neutral,0.0
2025-02-19,Harding Loevner Global Developed Markets Equity Q4 2024 Report,SeekingAlpha,"The Harding Loevner Global Developed Markets Equity composite fell 1.0% (gross) in Q4 2024, while the MSCI World Index was about flat. Click here to read more.",Neutral,0.0
2025-02-19,Intel Breakup Mulled As Vultures Circle Struggling Chipmaker,DowJones,Intel Breakup Mulled As Vultures Circle Struggling Chipmaker,Neutral,0.0
2025-02-20,QQQ: My Preferred Way To Bet On AI And US Exceptionalism,SeekingAlpha,QQQ is a tech-heavy ETF that provides a diversified bet on AI and the quality of top US Mag7 plays. Learn more about QQQ and why it is rated as a Buy.,Neutral,0.15
2025-02-21,Should Broadcom really buy parts of Intel? It could be ‘extremely lucrative.’,MarketWatch,Should Broadcom really buy parts of Intel? It could be ‘extremely lucrative.’,Neutral,0.45
2025-02-22,Allspring Core Bond Fund Q4 2024 Commentary,SeekingAlpha,The Bloomberg U.S. Aggregate Bond Index fell 3.06% for the fourth quarter of 2024. Click here to read the full commentary.,Neutral,0.0
2025-02-24,Columbia Flexible Capital Income Fund Q4 2024 Commentary,SeekingAlpha,Columbia Flexible Capital Income Fund Institutional Class shares returned -0.67% in Q4 2024. Click here to read the full commentary.,Neutral,0.0
2025-02-26,Voya Balanced Large Cap Core-Value SMA (Merrill Lynch) Q4 2024 Commentary,SeekingAlpha,"For the quarter ended December 31, 2024, the SMA outperformed the Index on a gross-of-fees basis due to favorable stock selection. Read more here.",Neutral,0.0
2025-02-28,Tracking Chase Colemans Tiger Global Portfolio - Q4 2024 Update,SeekingAlpha,"Tiger Globals 13F reveals a $26.46B portfolio with top holdings in Meta, Microsoft & Alphabet. Read here for an update on additions and decreases.",Neutral,0.0
2025-03-03,Alger Capital Appreciation Fund Q4 2024 Commentary,SeekingAlpha,Class A shares of the Alger Capital Appreciation Fund outperformed the Russell 1000 Growth Index during the fourth quarter of 2024. Read more here.,Neutral,0.0
2025-03-03,"Intel Stock Rises. Nvidia, Broadcom Are Potential Customers—Report.",MarketWatch,"Intel Stock Rises. Nvidia, Broadcom Are Potential Customers—Report.",Neutral,0.35
2025-03-04,TSMC Faces Pressure to Keep Some Chip Tech in Taiwan. What That Means for Intel.,MarketWatch,TSMC Faces Pressure to Keep Some Chip Tech in Taiwan. What That Means for Intel.,Neutral,0.0
2025-03-05,"TSMC Stock: If You Were Waiting For A Discount, Here It Is",SeekingAlpha,TSMC maintains a dominant position in the high end of the semiconductor sector that looks rock solid. Click here to find out why TSM stock is a Strong Buy.,Neutral,0.0
2025-03-06,PY: Unconvincing Shareholder Yield ETF,SeekingAlpha,Principal Value ETFs shareholder yield strategy may offer long-term growth despite recent underperformance against market benchmarks. Read more here.,Neutral,0.0
2025-03-06,Marvell Stock Tumbles Despite Earnings Beat From AI Chip Maker,MarketWatch,Marvell Stock Tumbles Despite Earnings Beat From AI Chip Maker,Neutral,0.0
2025-03-07,Broadcom Inc.: Fiscal Q1 Earnings Snapshot,Finnhub,"PALO ALTO, Calif. — PALO ALTO, Calif. — Broadcom Inc. on Thursday reported fiscal first-quarter net income of $5.5 billion. On a per-share basis, the Palo Alto, California-based company said...",Neutral,0.2
2025-03-07,Intel Stock Drops. Broadcom’s CEO Isn’t Interested in a Products Unit Deal.,MarketWatch,Intel Stock Drops. Broadcom’s CEO Isn’t Interested in a Products Unit Deal.,Neutral,0.1
2025-03-10,SOXQ: Buy The Semiconductor Sell-Off,SeekingAlpha,"The SOXQ ETF is -10.4% over the past year, and -7% YTD. The fund is oversold relative to recent earnings reports. Explore more details here.",Neutral,0.2
2025-03-11,Broadcom: A $1 Trillion Valuation Is Still Undervalued,SeekingAlpha,Broadcoms diversified portfolio positions it well for sustained growth and a $1 trillion market cap. Learn why I rate AVGO stock a buy.,Bullish,0.7
2025-03-12,Invesco Equally-Weighted S&P 500 Fund Q4 2024 Commentary,SeekingAlpha,The fundâs underweights and stock selection in the information technology and consumer discretionary sectors had the largest negative effect on relative return.,Neutral,0.0
2025-03-13,Intel’s incoming Malaysian-born CEO is the latest Fortune 500 semiconductor exec to hail from Asia,Yahoo,"Lip-Bu Tan, who was born in Malaysia and went to university in Singapore, will take over as Intels CEO on March 18. The news sent shares up over 10%.",Neutral,0.0
2025-03-14,"Tariff odds, TSMCs foundry goals, new Intel CEO: Top Chip Stories",Yahoo,"Investors weigh the US position in the AI chip landscape after President Donald Trump took aim at the CHIPS & Science Act, a Biden-era policy that invested billions into the sector and domestic semiconductor manufacturing. Tufts University international history professor at the Fletcher School Christopher Miller examines the future of the CHIPS Act, as well as other top themes and stories in the chip space, like Taiwan Semiconductor Manufacturing Companys (TSM) reported talks to run Intels foundry business (INTC), Intels new CEO, and more. Miller is also the author of Chip War: The Fight for the World’s Most Critical Technology. To watch more expert insights and analysis on the latest market action, check out more Market Domination here.",Neutral,0.0
2025-03-15,This Chip Company Is a No-Brainer Dividend Stock to Buy on the Nasdaq Correction,Yahoo,"The tech sector has been getting hammered so far this year, down 10.5% at the time of this writing, which is slightly worse than the Nasdaq Composite.  The Nasdaq is in a correction -- down over 13% from its all-time high at the time of this writing.  Semiconductor stocks like Nvidia and Broadcom are down even further.",Neutral,0.0
2025-03-15,Our Top 10 Dividend High Growth Stocks - March 2025,SeekingAlpha,We use our proprietary models to rate stocks quantitatively and qualitatively. Read here for an analysis of our top picks in the current environment.,Neutral,0.1
2025-03-21,Where Will Marvell Technology Stock Be in 3 Years?,Yahoo,"Semiconductor stocks have delivered decent returns over the past three years, which is evident from the 38% gains clocked by the PHLX Semiconductor Sector index during this period.  Marvell Technology (NASDAQ: MRVL) is one such name.  Shares of the chipmaker have remained almost flat during this period, and thats largely due to the recent plunge in its share price.",Neutral,0.0
2025-03-21,ARKKs Best Setup In Years: A Case For Outperformance,SeekingAlpha,"ARKK is shifting top holdings, led by Palantir, which is driving growth and outperformance vs. QQQ ETF. Read here for more on ARKK ETF.",Neutral,0.0
2025-03-24,Why Investors Need to Take Advantage of These 2 Computer and Technology Stocks Now,Yahoo,Investors looking for ways to find stocks that are set to beat quarterly earnings estimates should check out the Zacks Earnings ESP.,Neutral,0.0
2025-03-25,Broadcom Extends 200G/lane DSP PHY Leadership for Next-Generation AI Infrastructure,Yahoo,"Sian3: State-of-the-art 3nm DSP PHY delivers industry’s lowest power consumption with enhanced performance for 800G and 1.6T optical transceivers over SMF Sian2M: Industry’s first 200G/lane DSP with integrated VCSEL drivers enables low-power short-reach MMF links in AI clusters PALO ALTO, Calif., March 25, 2025 (GLOBE NEWSWIRE) -- Broadcom Inc. (NASDAQ: AVGO) today announced the expansion of its industry-leading 200G/lane DSP PHY portfolio with the introduction of Sian3 and Sian2M, purpose-built",Bullish,0.8
2025-03-27,ClearBridge Large Cap Value Fund Q4 2024 Commentary,SeekingAlpha,Our quality bias in materials and utilities stood out the most in a quarter that saw a reversal of some of 2024âs themes.,Neutral,0.0
2025-03-27,Why Broadcom (AVGO) Stock Is Falling Today,Yahoo,"Shares of fabless chip and software maker Broadcom (NASDAQ:AVGO) fell 5.4% in the afternoon session after stocks pulled back (Nasdaq -1.5%, S&P 500 -1.5%) amid fresh concerns about trade tariffs. The pullback followed comments from President Trump clarifying the scope of his administrations 25% tariffs on Venezuela. He noted that it would apply to any country that does business with Venezuela. For example, 25% is on top of the already-in-place 20% tariff on China because China imports oil from",Bearish,-0.7
2025-03-28,How A Bearish Trade On Broadcom Stock Could Help Reduce Exposure,Yahoo,One way for investors to reduce exposure is to add some bearish option trades to their portfolios. Broadcom stock is one possibility.,Neutral,-0.3
2025-03-28,"Tariffs, Tech Sluggishness, Gold, Bitcoin, And Inflation",SeekingAlpha,"Contextualizing auto tariff news for investors, tech sluggishness, Novo Nordisk, GameStop slide. Gold, Bitcoin, volatility and inflation.",Neutral,0.0
2025-03-31,Synaptics: A Painful Transition,SeekingAlpha,"Synaptics IoT transition caused major revenue losses and volatility, keeping me cautious despite an 80% drop from its peak. Read more about SYNA stock here.",Neutral,0.0
2025-04-02,"Paramount downgraded, Broadcom upgraded: Wall Streets top analyst calls",Yahoo,"Paramount downgraded, Broadcom upgraded: Wall Streets top analyst calls",Bullish,0.85
2025-04-02,2 Growth Stocks and 1 ETF to Buy Even If the Stock Market Keeps Falling in 2025,Yahoo,"At the time of this writing, the growth-heavy Nasdaq Composite is down by more than 10% year to date -- underperforming the S&P 500 and Dow Jones Industrial Average -- both of which are also down, but by lesser degrees.  Daniel Foelber (Broadcom): Network connectivity and semiconductor giant Broadcom has given up all the gains it made after reporting its fiscal 2024 fourth-quarter results in December.",Neutral,0.55
2025-04-02,Lord Abbett Affiliated Fund Q4 2024 Commentary,SeekingAlpha,"The Fund returned 0.07% reflecting performance at the net asset value of Class I shares with all distributions reinvested for the quarter ended September 30, 2024.",Neutral,0.0
2025-04-04,Why An Intel-TSMC Marriage Makes Sense,SeekingAlpha,"Intel (INTC) would maintain a significant stake, while TSMC (TSM) would get a 20% stake in exchange for training and sharing expertise. See more here.",Neutral,0.0
2025-04-08,3 Reliable Dividend Growth Stocks to Escape Market Turmoil,Yahoo,"Dvidend growth stocks like TPR, GIL and AVGO are a major source of consistent income for investors when returns from the equity market are at risk.",Bullish,0.65
2025-04-08,Advanced Micro Devices Stock Gets a Downgrade. Nvidia and Intel Are Part of the Problem.,MarketWatch,Advanced Micro Devices Stock Gets a Downgrade. Nvidia and Intel Are Part of the Problem.,Neutral,0.0
2025-04-08,"Trending tickers: Tesla, US Steel, Broadcom, Levis and Porsche",Yahoo,The latest investor updates on stocks that are trending on Tuesday.,Neutral,0.0
2025-04-09,"The Zacks Analyst Blog Highlights Apple, NVIDIA and Broadcom",Yahoo,"Apple, NVIDIA and Broadcom are included in this Analyst Blog.",Neutral,0.2
2025-04-10,Nvidia Stock Runs Out of Steam After Tariff Rally. But There’s Good News.,MarketWatch,Nvidia Stock Runs Out of Steam After Tariff Rally. But There’s Good News.,Neutral,0.0
2025-04-10,ClearBridge Growth Strategy Q1 2025 Commentary,SeekingAlpha,The ClearBridge Growth Strategy underperformed its Russell Midcap Growth Index benchmark in the first quarter. Read more here.,Neutral,0.0
2025-04-12,Why Im Downgrading Broadcom To A Hold (Technical Analysis),SeekingAlpha,Broadcom stock faces a 30% drop with bearish trends despite solid earnings and a buyback plan. Read here for a technical analysis of AVGO stock.,Bearish,-0.75
2025-04-12,Here are this week’s 20 best-performing stocks as the S&P 500 rallied,MarketWatch,Here are this week’s 20 best-performing stocks as the S&P 500 rallied,Neutral,0.0
2025-04-13,ClearBridge Appreciation ESG Strategy Q1 2025 Commentary,SeekingAlpha,"Marketâs sector performance exhibited a defensive posture in Q1 with health care, consumer staples, utilities and real estate the top-performing industries, outside of energy.",Neutral,0.0
2025-04-13,Stock Market Volatility Got You Down? Buy These Top Vanguard Dividend ETFs to Help Lessen the Blow.,Yahoo,"The stock market has been rocked by volatility this year.  The S&P 500 was recently down by about 10% since the calendar flipped the page to 2025.  While you cant eliminate market volatility from your portfolio, you can reduce its sting.",Neutral,0.0
2025-04-17,Why Tech Stocks Crashed on Wednesday,Yahoo,"The tech market took it on the chin on Wednesday as the trade war picked up steam and the Federal Reserve sounds like its not going to bail out the market.  Big tech in both the U.S. and China were hit hard today.  Broadcom (NASDAQ: AVGO) fell as much as 6.7%, Alibaba Group (NYSE: BABA) dropped 5.6%, and JD.com (NASDAQ: JD) fell 6.4%.",Bearish,-0.35
2025-04-21,1 Artificial Intelligence (AI) Stock-Buyback Stock to Buy Hand Over Fist During the Nasdaq Sell-Off,Yahoo,Artificial intelligence (AI) stocks are sliding as the Nasdaq falters.,Neutral,0.1
2025-04-21,Why Broadcom Inc. (AVGO) is a Top Growth Stock for the Long-Term,Yahoo,The Zacks Style Scores offers investors a way to easily find top-rated stocks based on their investing style. Heres why you should take advantage.,Neutral,0.35
2025-04-22,Nvidia Stock Gains. Amazon May Not Be Cutting AI Spending After All.,MarketWatch,Nvidia Stock Gains. Amazon May Not Be Cutting AI Spending After All.,Neutral,0.2
2025-04-23,Should You Forget Nvidia and Buy These 2 Millionaire-Maker Stocks Instead?,Yahoo,"Nvidia has turned out to be one of the hottest stocks on the market in the past decade, as the company has delivered phenomenal gains of more than 19,700% during this period and bested the S&P 500 indexs gains of 156% by a massive margin.  What this means is that an investment of $5,100 made in Nvidia a decade ago is now worth just over a million dollars.  Investors who had the foresight to put this much money into Nvidia 10 years ago and had the patience to hold the stock for such a long time are now sitting on handsome gains, becoming millionaires in the process.",Neutral,0.0
2025-04-24,2 Top-Ranked Dividend Stocks That Boast Solid Growth Potential,Yahoo,"Investors have become defensive, raising the appeal of dividend stocks. Broadcom and Primoris are two stocks with solid growth prospects.",Bullish,0.65
2025-04-24,"Cloudflare, Shopify, Monday.com, Broadcom, and Marvell Technology Shares Are Soaring, What You Need To Know",Yahoo,"A number of stocks jumped in the morning session after President Trump clarified that he had no intention of removing Federal Reserve Chair Jerome Powell, a statement that helped calm markets. Earlier remarks had sparked fears of political interference in decision-making at the central bank. With Trump walking back his earlier comments, investors likely felt more assured that monetary policy decisions would continue to be guided by data, not drama. That kept the Feds word credible, and more imp",Bullish,0.7
2025-04-26,"These 2 Artificial Intelligence (AI) Chip Stocks Could Soar 50% to 112% in the Next Year, According to Wall Street",Yahoo,"This has been a difficult year for semiconductor stocks, which is evident from the 23% decline in the PHLX Semiconductor Sector index so far.  Also worth noting here is that 89% of analysts covering Broadcom recommend buying it.",Bullish,0.75
2025-04-29,Nvidia Stock Falls. This Huawei Breakthrough Won’t Help.,MarketWatch,Nvidia Stock Falls. This Huawei Breakthrough Won’t Help.,Neutral,0.0
2025-04-30,TSMC Stock Gets Trump Boost. Intel Thinks It Knows How to Strike Back.,MarketWatch,TSMC Stock Gets Trump Boost. Intel Thinks It Knows How to Strike Back.,Neutral,0.0
2025-05-01,Franklin Rising Dividends Fund Q1 2025 Commentary,SeekingAlpha,"Over the quarter, Franklin Rising Dividends Fund was more resilient than its benchmark, the S&P 500 Index. Read more here.",Neutral,0.0
2025-05-01,Nvidia Stock Rises. The AI Trade Is So Back.,MarketWatch,Nvidia Stock Rises. The AI Trade Is So Back.,Neutral,0.25
2025-05-02,Broadcom and JinkoSolar have been highlighted as Zacks Bull and Bear of the Day,Yahoo,Broadcom and JinkoSolar have been highlighted as Zacks Bull and Bear of the Day.,Bullish,0.7
2025-05-02,2 Semiconductor Stocks Known to Outperform in May,Yahoo,AMAT and AVGO finished May higher in nine of the last 10 years,Bullish,0.65
2025-05-04,ClearBridge Appreciation ESG Portfolios Q1 2025 Commentary,SeekingAlpha,"Despite a fast start to the year, a broad-based rally propelled the S&P 500 Index +2.8% in January, the market struggled for traction in the first quarter of 2025.",Neutral,0.0
2025-05-07,"TDC Q1 Earnings Beat Estimates, Revenues Fall Y/Y, Stock Down",Yahoo,Teradatas first-quarter 2025 results reflect strong cloud services and profitability amid declining total ARR and revenue growth.,Neutral,0.0
2025-05-08,Paycom Stock Gains as Q1 Earnings and Revenues Beat Estimates,Yahoo,"PAYCs Q1 results reflect benefits from increased sales momentum, international expansion and artificial intelligence integration in products.",Neutral,0.0
2025-05-08,"Amdocs Q2 Earnings Top Estimates, Stock Falls on Dim Q3 Profit Outlook",Yahoo,"DOXs Q2 earnings growth reflects benefits from the phase-out of certain low-margin, non-core business activities and disciplined cost management.",Neutral,0.0
2025-05-13,"Nvidia, Broadcom, AMD Rally as U.S. and China Ease Trade Barriers",Yahoo,Chip Sector Spikes as Tariffs Fall to 30% for Three Months,Bullish,0.75
2025-05-13,What Makes Broadcom (AVGO) A Leader in Critical Technology Markets?,Yahoo,"Baron Funds, an investment management company, released its “Baron Technology Fund” first quarter 2025 investor letter. A copy of the letter can be downloaded here. Market trends are often driven by sentiment in addition to fundamental elements, and the first quarter of 2025 was a clear example of this. January saw a strong performance for […]",Neutral,0.4
2025-05-14,"Nvidia is Dow’s top-performing stock, lifting semiconductor ETFs",MarketWatch,"Nvidia is Dow’s top-performing stock, lifting semiconductor ETFs",Neutral,0.2
2025-05-14,"Nvidia, AMD extend stock gains. Why the AI trade is roaring back.",MarketWatch,"Nvidia, AMD extend stock gains. Why the AI trade is roaring back.",Neutral,0.25
2025-05-19,Broadcom Inc. (AVGO) Unveils Third-Gen Co-Packaged Optics with 200G/Lane Speed,Yahoo,"Broadcom Inc. (NASDAQ:AVGO) first established its leadership in co-packaged optics (CPO) in 2021 with the introduction of its first-generation Tomahawk 4-Humboldt chipset. This early entry allowed the company to gain a head start on the CPO supply chain, creating room for innovation and early adoption. The initial chipset featured several groundbreaking technologies, including high-density integrated […]",Bullish,0.8
2025-05-22,"Prediction: 1 Data Center Stock That Could Join Nvidia, Broadcom, and Taiwan Semiconductor Manufacturing as a Trillion-Dollar Business by 2030",Yahoo,"Nvidia, Broadcom, and Taiwan Semiconductor are currently the only chip stocks that boast a valuation of $1 trillion or more.",Neutral,0.0
2025-05-22,"Dow Jones Futures Fall As Houses Passes Trump Tax Bill, Bitcoin Tops $110,000; Snowflake Jumps, Tesla Killer Unveiled",DowJones,"Dow Jones Futures Fall As Houses Passes Trump Tax Bill, Bitcoin Tops $110,000; Snowflake Jumps, Tesla Killer Unveiled",Neutral,0.0
2025-05-23,Why Quantum Computing Stocks Rocketed Higher on Thursday,Yahoo,"Rather, it seemed to have more to do with some grand pronouncements by a single quantum company executive.  Industry standard-bearers Quantum Computing (NASDAQ: QUBT), Rigetti Computing (NASDAQ: RGTI), and D-Wave Quantum (NYSE: QBTS) all saw their share prices inflate at double-digit rates.",Neutral,0.0
2025-05-27,Nvidia Earnings In Focus As This AI Chip Peer Broadcom Etches A Breakout,DowJones,Nvidia Earnings In Focus As This AI Chip Peer Broadcom Etches A Breakout,Bullish,0.7
2025-05-27,Brokers Suggest Investing in Broadcom Inc. (AVGO): Read This Before Placing a Bet,Yahoo,"According to the average brokerage recommendation (ABR), one should invest in Broadcom Inc. (AVGO). It is debatable whether this highly sought-after metric is effective because Wall Street analysts recommendations tend to be overly optimistic. Would it be worth investing in the stock?",Bullish,0.7
2025-05-28,Jim Cramer on Broadcom Inc (AVGO): “This Stock Has Been a Horse”,Yahoo,"We recently published a list of Jim Cramer Had These 21 Stocks on His Radar. In this article, we are going to take a look at where Broadcom Inc. (NASDAQ:AVGO) stands against other stocks that Jim Cramer discusses. When a caller expressed bullishness toward Broadcom Inc. (NASDAQ:AVGO), Cramer commented: “Broadcom is good, my friend. It’s […]",Neutral,0.55
2025-05-28,"Broadcom, Arista Networks initiated: Wall Streets top analyst calls",Yahoo,"Broadcom, Arista Networks initiated: Wall Streets top analyst calls",Neutral,0.15
2025-05-29,"Trees Dont Grow To The Sky, But Nvidia Does",SeekingAlpha,Nvidia Corporation beats Q1 expectations with AI-driven growth and strong gaming results. Click for my look at NVDA earnings and a look at the competition.,Neutral,0.0
2025-05-30,Marvell Stock Slides. Why It Could Be the Cheap AI Chip Play.,MarketWatch,Marvell Stock Slides. Why It Could Be the Cheap AI Chip Play.,Neutral,-0.25
2025-05-30,Wall Street Roundup: The Fog Of Tariffs,SeekingAlpha,Nvidia gets another shrug from Wall Street post-earnings and tariff uncertainty continues.,Neutral,-0.2
2025-05-31,The Weekend: Food inflation dampens hopes of a rate cut as tariff twists and turns continue,Yahoo,"Key moments from the last seven days, plus a glimpse at the week ahead",Neutral,0.0
2025-06-02,"Jobs Report, Lululemon, Dollar Tree, Broadcom, and More Stocks to Watch this Week",Yahoo,"Campbell’s and Hewlett Packard Enterprise will also report earnings, and Friday’s jobs report headlines the week’s economic data.",Neutral,0.1
2025-06-03,Broadcom ships latest networking chip to speed AI,Yahoo,"SAN FRANCISCO (Reuters) -Broadcom has begun to ship its latest networking chip  that aims to speed AI, the company said on Tuesday.  The chip, called the Tomahawk 6, boasts double the performance compared with the prior version and other traffic control features that make the networking chip significantly more efficient, Ram Velaga, a Broadcom senior vice president, told Reuters in a Monday interview.  The speed boost means that fewer networking switches are needed to perform the same task, Velaga said.",Bullish,0.85
2025-06-04,"Stock Market Today: Dow Jones Rises On Jobs Surprise, Trump Warning; Nvidia Rises, Apple Falls (Live Coverage)",DowJones,"Stock Market Today: Dow Jones Rises On Jobs Surprise, Trump Warning; Nvidia Rises, Apple Falls (Live Coverage)",Neutral,0.0
2025-06-04,Broadcom Earnings: What To Look For From AVGO,Yahoo,Fabless chip and software maker Broadcom (NASDAQ:AVGO) will be announcing earnings results tomorrow after the bell. Here’s what to look for.,Neutral,0.1
2025-06-04,Credo: Quietly Becoming AIs Favorite Cable Guy - Buy Call,SeekingAlpha,"Credo Technology Group Holding Ltd targets two hyperscalers & diversifies beyond Amazon, driving Q4 growth. Click for more on CRDOs AI-driven datacenter trends.",Neutral,0.0
2025-06-05,"Stocks to Watch Thursday: MongoDB, Broadcom, Humana, P&G",Yahoo,↗️ MongoDB (MDB): The software company raised its annual guidance after posting better-than-expected quarterly results. Shares jumped 16% in premarket trading. ↗️ Broadcom (AVGO): The AI chip maker is due to post quarterly results late Thursday.,Neutral,0.1
2025-06-05,"P&G layoffs, PVH cuts outlook, Broadcom: Trending Tickers",Yahoo,"Procter & Gamble (PG) has outlined plans to lay off 7,000 workers from its global workforce over the next two years. Clothing giant PVH (PVH) — which owns brands such as Calvin Klein and Michael Kors — is cutting its full-year outlook due to tariff pressures. Chipmaker Broadcom (AVGO) will post its fiscal second quarter results after Thursdays closing bell. To watch more expert insights and analysis on the latest market action, check out more Morning Brief here.",Neutral,0.1
2025-06-06,Astera Labs Stock Earns Composite Rating Upgrade,Yahoo,"Astera Labs stock saw an improvement in its IBD SmartSelect Composite Rating Thursday, from 94 to 96.  The revised score means the stock currently tops 96% of all other stocks in terms of key performance metrics and technical strength.  Is Astera Labs Stock A Buy?",Neutral,0.0
2025-06-06,Broadcom rides on AI chip demand to deliver upbeat revenue forecast,Yahoo,"Broadcom forecast third-quarter revenue above Wall Street estimates on Thursday, betting on strong demand for its networking and custom AI computing chips. However, the companys shares fell 4% in extended trading, after gaining about 12% this year, as the forecast failed to impress investors who have bet heavily on chip stocks, anticipating substantial growth driven by advancements in generative AI technology. Broadcom forecast third-quarter revenue of around $15.80 billion, compared with analysts average estimate of $15.71 billion, according to data compiled by LSEG.",Bullish,0.85
2025-06-10,QQQM: Taking A Deeper Look At This Nasdaq-100 ETF,SeekingAlpha,"The Invesco NASDAQ 100 ETF offers cost-efficient exposure to top innovative companies, especially in tech. Read more about QQQM ETF here.",Neutral,0.0
2025-06-11,Will AI-Driven Custom Silicon Drive MRVLs Q2 Revenues Beyond $2B?,Yahoo,Marvell Technology eyes a record-breaking Q2 sales as soaring demand for AI custom silicon drives data center revenue momentum.,Neutral,0.1
2025-06-11,Tracking RenTechs 13F Portfolio - Q1 2025 Update,SeekingAlpha,RenTechâs Q1 2025 13F portfolio value decreased slightly to $66.07B. Check out the significant stake increases and major reductions in the portfolio.,Neutral,0.0
2025-06-12,"Big Tech stocks like Nvidia, Microsoft help S&P 500 shake off early losses",MarketWatch,"Big Tech stocks like Nvidia, Microsoft help S&P 500 shake off early losses",Neutral,0.2
2025-06-12,"S&P 500 Gains and Losses Today: Nucor Stock Falls as US, Mexico Negotiate on Steel Tariffs",Yahoo,"The S&P 500 slipped 0.3% on Wednesday, June 11, as investors weighed softer-than-expected inflation data and progress on U.S.-China trade talks.",Neutral,0.0
2025-06-14,Broadcom Second Quarter 2025 Earnings: EPS Beats Expectations,Yahoo,Broadcom ( NASDAQ:AVGO ) Second Quarter 2025 Results Key Financial Results Revenue: US$15.0b (up 20% from 2Q 2024). Net...,Bullish,0.85
2025-06-20,Nvidia Stock Slips. What’s Driving Shares.,MarketWatch,Nvidia Stock Slips. What’s Driving Shares.,Neutral,0.0
2025-06-21,"Nvidia, AI Chip Stocks Pull Back As Investors Turn Cautious",Yahoo,Semiconductor stocks tied to the AI megatrend dipped on Friday as the second quarter nears its end. Nvidia stock was among the decliners.,Neutral,-0.25
2025-06-23,Lam Research Rallies 25% YTD: Is it Too Late to Buy the Stock?,Yahoo,"LRCX climbs 25.3% YTD as AI and data center demand boost growth, while its valuation stays appealing.",Neutral,0.0
2025-06-24,"Broadcom Stock, DoorDash Are Mutual Fund Darlings And Ready For Action",Yahoo,Broadcom stock is in the buy zone of a consolidation pattern. DoorDash is back near a level not seen since November 2021.,Bullish,0.65
2025-06-25,Marvell Technologys Secret Weapon? Custom Chips That Could Dominate The AI Race,SeekingAlpha,Marvells shift to data centers and custom ASICs drives growth amid hyperscaler demand.,Neutral,0.0
